Option,Score,Trial
-5.0,0.995880535530381,0
-3.0,0.9969104016477858,0
-1.0,0.9989701338825953,0
1.0,1.0,0
-5.0,0.9989701338825953,1
-3.0,0.9979402677651905,1
-1.0,0.9989701338825953,1
1.0,0.995880535530381,1
-5.0,0.9989701338825953,2
-3.0,0.9989701338825953,2
-1.0,0.9989701338825953,2
1.0,0.9989701338825953,2
-5.0,0.9969104016477858,3
-3.0,0.9969104016477858,3
-1.0,0.9989701338825953,3
1.0,1.0,3
-5.0,0.9989701338825953,4
-3.0,0.9989701338825953,4
-1.0,0.9989701338825953,4
1.0,0.9989701338825953,4
-5.0,0.995880535530381,5
-3.0,0.995880535530381,5
-1.0,0.9969104016477858,5
1.0,0.9979402677651905,5
-5.0,0.9979402677651905,6
-3.0,0.9989701338825953,6
-1.0,0.9989701338825953,6
1.0,0.9969104016477858,6
-5.0,0.9989701338825953,7
-3.0,0.9989701338825953,7
-1.0,0.9989701338825953,7
1.0,0.9989701338825953,7
-5.0,0.9979402677651905,8
-3.0,0.9979402677651905,8
-1.0,1.0,8
1.0,1.0,8
-5.0,1.0,9
-3.0,1.0,9
-1.0,1.0,9
1.0,1.0,9
-5.0,0.9989701338825953,10
-3.0,0.9989701338825953,10
-1.0,0.9989701338825953,10
1.0,0.9979402677651905,10
-5.0,0.9979402677651905,11
-3.0,0.9989701338825953,11
-1.0,0.9979402677651905,11
1.0,0.9989701338825953,11
-5.0,0.9989701338825953,12
-3.0,0.9989701338825953,12
-1.0,0.9989701338825953,12
1.0,0.9979402677651905,12
-5.0,0.9979402677651905,13
-3.0,0.9989701338825953,13
-1.0,0.9989701338825953,13
1.0,0.995880535530381,13
-5.0,0.9969104016477858,14
-3.0,0.9969104016477858,14
-1.0,0.9989701338825953,14
1.0,0.9989701338825953,14
-5.0,0.9989701338825953,15
-3.0,0.9989701338825953,15
-1.0,1.0,15
1.0,1.0,15
-5.0,1.0,16
-3.0,0.9989701338825953,16
-1.0,0.9989701338825953,16
1.0,1.0,16
-5.0,0.9989701338825953,17
-3.0,0.9989701338825953,17
-1.0,0.9989701338825953,17
1.0,0.9979402677651905,17
-5.0,0.9969104016477858,18
-3.0,0.9969104016477858,18
-1.0,0.9969104016477858,18
1.0,0.9989701338825953,18
-5.0,0.9989701338825953,19
-3.0,1.0,19
-1.0,1.0,19
1.0,1.0,19
-5.0,0.9989701338825953,20
-3.0,0.9989701338825953,20
-1.0,0.9989701338825953,20
1.0,0.9989701338825953,20
-5.0,0.9979402677651905,21
-3.0,0.9979402677651905,21
-1.0,0.9989701338825953,21
1.0,1.0,21
-5.0,0.9989701338825953,22
-3.0,0.9989701338825953,22
-1.0,0.9989701338825953,22
1.0,1.0,22
-5.0,0.9979402677651905,23
-3.0,0.9979402677651905,23
-1.0,1.0,23
1.0,1.0,23
-5.0,0.9989701338825953,24
-3.0,0.9979402677651905,24
-1.0,0.9989701338825953,24
1.0,0.9989701338825953,24
-5.0,0.9969104016477858,25
-3.0,0.9969104016477858,25
-1.0,1.0,25
1.0,1.0,25
-5.0,1.0,26
-3.0,1.0,26
-1.0,1.0,26
1.0,1.0,26
-5.0,0.9989701338825953,27
-3.0,0.9979402677651905,27
-1.0,0.9989701338825953,27
1.0,0.9989701338825953,27
-5.0,0.9989701338825953,28
-3.0,0.9979402677651905,28
-1.0,0.9989701338825953,28
1.0,0.9979402677651905,28
-5.0,0.9969104016477858,29
-3.0,0.9948506694129763,29
-1.0,0.9979402677651905,29
1.0,0.9969104016477858,29
-5.0,0.9969104016477858,30
-3.0,0.9969104016477858,30
-1.0,0.9989701338825953,30
1.0,0.9979402677651905,30
-5.0,0.9979402677651905,31
-3.0,0.9979402677651905,31
-1.0,0.9989701338825953,31
1.0,0.9989701338825953,31
-5.0,0.995880535530381,32
-3.0,0.9969104016477858,32
-1.0,0.9969104016477858,32
1.0,0.9979402677651905,32
-5.0,0.9969104016477858,33
-3.0,0.9969104016477858,33
-1.0,0.9979402677651905,33
1.0,0.9948506694129763,33
-5.0,0.9989701338825953,34
-3.0,0.9989701338825953,34
-1.0,0.9989701338825953,34
1.0,0.9989701338825953,34
-5.0,1.0,35
-3.0,1.0,35
-1.0,0.9989701338825953,35
1.0,1.0,35
-5.0,0.9979402677651905,36
-3.0,0.9969104016477858,36
-1.0,0.9969104016477858,36
1.0,0.9989701338825953,36
-5.0,0.9989701338825953,37
-3.0,0.9989701338825953,37
-1.0,0.9989701338825953,37
1.0,0.9989701338825953,37
-5.0,0.9979402677651905,38
-3.0,0.9979402677651905,38
-1.0,0.9989701338825953,38
1.0,0.9989701338825953,38
-5.0,0.9989701338825953,39
-3.0,0.9989701338825953,39
-1.0,0.9989701338825953,39
1.0,0.9989701338825953,39
-5.0,0.9989701338825953,40
-3.0,1.0,40
-1.0,0.9989701338825953,40
1.0,1.0,40
-5.0,0.9989701338825953,41
-3.0,0.9989701338825953,41
-1.0,0.9989701338825953,41
1.0,1.0,41
-5.0,0.9969104016477858,42
-3.0,0.9969104016477858,42
-1.0,0.9969104016477858,42
1.0,0.9979402677651905,42
-5.0,1.0,43
-3.0,1.0,43
-1.0,1.0,43
1.0,1.0,43
-5.0,0.9989701338825953,44
-3.0,0.9989701338825953,44
-1.0,1.0,44
1.0,0.9989701338825953,44
-5.0,1.0,45
-3.0,1.0,45
-1.0,1.0,45
1.0,1.0,45
-5.0,0.9989701338825953,46
-3.0,0.9969104016477858,46
-1.0,0.9979402677651905,46
1.0,0.9979402677651905,46
-5.0,0.9969104016477858,47
-3.0,0.995880535530381,47
-1.0,0.9969104016477858,47
1.0,0.9989701338825953,47
-5.0,0.9969104016477858,48
-3.0,0.9969104016477858,48
-1.0,0.9969104016477858,48
1.0,0.9989701338825953,48
-5.0,1.0,49
-3.0,1.0,49
-1.0,1.0,49
1.0,1.0,49
